х1,х2,х3,х4,х5,х6,х7,х8,У
7.05,36.55,3.15,7.5,0.54,7.54,7.03,0.18,0
7.11,36.52,1.15,7.54,0.51,7.9,7.17,0.18,0
7.41,36.4,1.87,7.38,0.58,8.53,7.18,0.17,0
6.8,36.65,0.96,7.49,0.58,9.44,7.05,0.16,0
7.55,36.35,4.32,7.51,0.58,9.22,7.11,0.18,0
6.45,36.79,3.77,7.35,0.56,7.86,7.13,0.18,0
6.2,36.89,2.29,7.53,0.59,9.96,7.21,0.18,0
6.98,36.57,3.86,7.61,0.57,8.06,7.32,0.18,0
6.65,36.71,3.18,7.53,0.59,8.32,7.16,0.18,0
6.4,36.81,3.37,7.48,0.53,7.17,7.25,0.18,0
7.07,36.54,1.45,7.58,0.54,9.22,7.11,0.17,0
7.39,36.41,2.1,7.43,0.52,9.57,7.36,0.18,0
7.15,36.51,5.44,7.54,0.54,8.57,7.09,0.18,0
7.31,36.44,1.96,7.48,0.6,8.72,7.18,0.17,0
6.03,36.96,0.08,7.45,0.59,7.18,7.16,0.17,1
7.1,36.53,3.97,7.41,0.55,7.75,7.26,0.18,0
6.74,36.67,4.39,7.47,0.55,9.42,7.32,0.18,0
6.78,36.66,3.02,7.41,0.55,9.2,7.25,0.18,0
6.79,36.65,0.75,7.46,0.59,8.78,7.54,0.17,1
7.05,36.55,3.47,7.59,0.61,7.79,7.11,0.18,0
7.3,36.45,2.52,7.46,0.57,9.29,6.98,0.17,0
7.29,36.45,3.46,7.5,0.59,9.32,7.3,0.18,0
6.52,36.76,2.06,7.35,0.51,8.6,7.03,0.17,0
6.65,36.71,4.83,7.54,0.54,8.16,7.34,0.18,0
6.57,36.74,4.53,7.54,0.54,7.66,7.15,0.18,0
6.3,36.85,2.9,7.48,0.55,9.13,6.9,0.18,0
6.8,36.65,0.76,7.51,0.56,8.49,7.47,0.18,1
6.56,36.75,3.26,7.37,0.57,7.85,7.19,0.18,0
7.17,36.5,0.87,7.5,0.61,7.72,7.19,0.17,0
6.95,36.59,3.76,7.62,0.59,7.81,7.32,0.18,0
5.81,37.04,3.51,7.36,0.55,7.59,7.07,0.18,1
7.57,36.34,2.74,7.42,0.53,8.22,7.25,0.17,0
7.37,36.42,1.6,7.57,0.55,6.52,6.97,0.17,0
6.83,36.63,1.14,7.43,0.55,8.08,7.28,0.17,0
7.04,36.55,2.28,7.45,0.55,9.13,7.4,0.17,0
7.17,36.5,0.68,7.63,0.61,7.95,7.19,0.17,0
7.15,36.51,2.08,7.46,0.56,8.53,7.22,0.17,0
7.03,36.56,3.83,7.46,0.57,8.6,7.41,0.18,0
7.48,36.38,1.56,7.56,0.54,9.27,7.21,0.17,0
7.65,36.31,3.16,7.41,0.58,8.58,7.3,0.18,0
6.96,36.58,1.01,7.51,0.52,6.98,7.3,0.17,0
6.8,36.65,4.09,7.45,0.53,8.68,7.32,0.18,0
7.23,36.48,0.63,7.54,0.55,8.49,7.07,0.17,0
6.94,36.59,1.39,7.48,0.57,7.66,7.28,0.18,0
6.45,36.79,4.54,7.42,0.51,9.05,7.11,0.18,0
6.5,36.77,3.77,7.6,0.59,8.25,7.62,0.18,1
7.87,36.22,0.09,7.56,0.6,7.46,7.02,0.17,1
7.09,36.53,1.61,7.54,0.56,7.77,7.26,0.18,0
6.62,36.72,2.36,7.44,0.56,6.64,6.91,0.17,0
7.22,36.48,3.09,7.58,0.54,7.93,6.87,0.17,0
6.86,36.63,2.09,7.49,0.56,8.4,7.01,0.18,0
6.89,36.61,2,7.46,0.61,8.69,7.38,0.18,0
6.71,36.68,1.57,7.43,0.59,9.03,7.33,0.18,0
6.24,36.87,4.55,7.38,0.54,8.42,7.15,0.18,0
6.59,36.73,2.38,7.53,0.58,8.09,7.32,0.18,0
7.43,36.4,2.2,7.35,0.53,8.53,7.21,0.18,0
7.16,36.5,2.26,7.42,0.55,7.97,7.36,0.17,0
7.01,36.56,3.12,7.54,0.55,7.4,7.06,0.18,0
7.53,36.36,1.52,7.52,0.58,7.93,7.28,0.17,0
7.05,36.55,2.26,7.41,0.56,8.96,7.24,0.18,0
7.52,36.36,1.9,7.63,0.56,7.49,7.3,0.17,0
7.4,36.41,1.4,7.37,0.54,7.12,7.31,0.18,0
6.9,36.61,1.89,7.49,0.57,8.73,7.36,0.17,0
6.68,36.7,1.88,7.47,0.58,7.91,7.23,0.17,0
6.27,36.86,0.4,7.57,0.58,8.92,7.14,0.17,0
7.17,36.5,2.1,7.61,0.6,8.31,7.15,0.17,0
7.74,36.27,0.83,7.43,0.53,7.55,7.22,0.17,0
6.71,36.69,3.57,7.49,0.58,8.76,7.53,0.18,1
6.62,36.72,3.79,7.5,0.52,9.67,7.65,0.18,1
5.99,36.97,4.45,7.49,0.55,8.76,7.14,0.19,1
6.39,36.81,1.95,7.57,0.53,7.29,7.09,0.17,0
7.35,36.43,0.45,7.45,0.55,9.98,7.66,0.18,1
7.33,36.44,0.06,7.42,0.57,8.63,7.29,0.17,0
7,36.57,4.22,7.49,0.59,7.84,6.92,0.18,0
6.77,36.66,4.08,7.53,0.58,9.92,7.39,0.18,0
7.41,36.41,2.63,7.5,0.61,7.55,7.07,0.18,0
6.98,36.58,2.33,7.59,0.56,7.51,6.84,0.17,0
6.87,36.62,2.95,7.45,0.53,8.04,7.19,0.17,0
6.86,36.62,6.03,7.55,0.53,8.96,7.2,0.18,0
7.46,36.38,1.79,7.49,0.57,7.67,7,0.18,0
6.71,36.69,3.38,7.55,0.52,8.4,6.75,0.17,0
7.17,36.5,2.12,7.42,0.53,8.89,7.19,0.17,0
6.48,36.78,2.76,7.52,0.56,8.72,7.33,0.18,0
6.93,36.59,3.18,7.41,0.57,9.13,7.05,0.18,0
6.66,36.71,2.56,7.47,0.53,8.86,7.07,0.18,0
6.66,36.7,2.6,7.55,0.54,8.67,6.98,0.18,0
6.84,36.63,1.64,7.42,0.55,8.43,7.07,0.17,0
6.92,36.6,4.47,7.4,0.57,8.88,7.21,0.18,0
6.96,36.58,0.69,7.38,0.57,9.45,7.25,0.17,0
6.9,36.61,1.55,7.5,0.56,8.23,7.07,0.18,0
7.49,36.37,1.68,7.52,0.51,8.55,7.64,0.17,1
6.98,36.58,4.35,7.5,0.6,8.3,7.4,0.18,0
6.55,36.75,2.09,7.5,0.54,8.71,7.36,0.17,0
6.95,36.59,3.48,7.34,0.57,8.27,7.01,0.18,0
6.84,36.63,1.7,7.5,0.57,9.11,7.48,0.17,1
7.17,36.5,0.17,7.4,0.54,7.45,7.1,0.16,0
7.21,36.48,2.34,7.45,0.58,8.07,7.05,0.18,0
6.99,36.57,0.92,7.46,0.56,8.92,7.01,0.17,0
6.34,36.83,2.89,7.52,0.55,7.37,7.12,0.18,0
6.68,36.7,1.38,7.45,0.56,8.27,7.26,0.18,0
6.53,36.76,2.25,7.46,0.55,8.55,7.16,0.18,0
7.08,36.54,3.6,7.51,0.55,9.53,7.44,0.18,0
6.91,36.6,2.8,7.35,0.6,9.31,7.4,0.18,0
6.57,36.74,4.71,7.53,0.57,9.18,7.65,0.19,1
6.38,36.82,4.92,7.5,0.55,8.89,7.26,0.19,1
7.08,36.54,4.17,7.54,0.55,8.9,7.29,0.18,0
6.81,36.64,3.34,7.47,0.56,7.56,7.27,0.18,0
6.97,36.58,3.3,7.59,0.54,8.04,6.99,0.18,0
6.12,36.92,3.22,7.45,0.58,7.77,7.21,0.18,1
6.73,36.68,0.75,7.42,0.56,8.55,7.26,0.18,0
6.91,36.61,2.82,7.36,0.54,8.81,6.89,0.17,0
6.93,36.59,0.52,7.48,0.58,9.99,7.77,0.17,1
6.93,36.59,2.18,7.51,0.59,9.74,7.29,0.18,0
6.69,36.69,2.41,7.54,0.52,7.56,7.25,0.17,0
7.09,36.53,0.12,7.48,0.51,8.07,6.86,0.17,0
6.8,36.65,3.36,7.48,0.54,7.7,7.39,0.18,0
7.15,36.51,1.84,7.54,0.57,9.24,7.16,0.17,0
6.97,36.58,4.05,7.4,0.56,7.57,7.06,0.18,0
6.53,36.76,2.51,7.53,0.58,10.07,7.37,0.17,0
6.39,36.81,2.95,7.39,0.52,7.67,7.04,0.18,0
6.83,36.64,2.64,7.25,0.55,7.94,7.07,0.18,0
7.31,36.44,2.91,7.38,0.58,8.97,7.28,0.18,0
7.11,36.52,4.34,7.54,0.57,8.34,7.34,0.18,0
7.06,36.54,1.56,7.49,0.59,7.91,7.28,0.17,0
6.91,36.6,1.76,7.4,0.57,7.82,7.19,0.17,0
6.51,36.77,3.38,7.61,0.6,8.42,7.44,0.18,0
6.68,36.7,2.44,7.49,0.53,8.9,7.11,0.18,0
7.18,36.5,1.7,7.35,0.56,6.72,7.34,0.18,0
6.8,36.65,2.6,7.56,0.55,7.29,7.22,0.17,0
6.54,36.75,5.12,7.47,0.53,8.6,7.02,0.19,1
6.74,36.67,3.97,7.32,0.58,9.11,7.49,0.19,1
6.93,36.59,3.48,7.56,0.57,7.54,6.94,0.18,0
7.29,36.45,1.63,7.53,0.54,9.1,7.5,0.18,1
6.86,36.63,3.13,7.5,0.6,9.53,7.31,0.18,0
7.15,36.51,2.7,7.41,0.55,10.19,7.12,0.17,0
6.63,36.72,3.6,7.51,0.54,8.16,7.2,0.18,0
6.91,36.61,4.24,7.46,0.6,8.12,7.26,0.18,0
6.24,36.87,4.41,7.6,0.57,9.17,7.18,0.18,0
6.97,36.58,1.42,7.53,0.59,8.71,7.34,0.18,0
6.82,36.64,0.74,7.59,0.58,8.87,7.2,0.17,0
7.37,36.42,0.85,7.47,0.65,8.33,7.33,0.17,1
7.1,36.53,1.12,7.39,0.55,8.23,7.09,0.17,0
7.28,36.46,3.25,7.37,0.6,8.9,7.28,0.18,0
7.36,36.43,1.81,7.46,0.54,8.76,7.32,0.18,0
6.79,36.65,0.56,7.44,0.57,8.48,7.18,0.17,0
7.3,36.45,3.11,7.62,0.57,7.09,6.86,0.18,0
7.3,36.45,2.46,7.44,0.56,8.42,7.27,0.18,0
6.48,36.78,2.57,7.45,0.59,9.2,7.11,0.18,0
6.78,36.66,3.63,7.59,0.51,8.63,7.29,0.18,0
6.44,36.79,1.57,7.62,0.54,8.39,7.11,0.17,0
6.6,36.73,2.5,7.5,0.58,9.02,7.43,0.18,0
6.74,36.67,5.55,7.52,0.58,9.07,7.37,0.18,0
6.75,36.67,3.41,7.43,0.56,9.7,7.05,0.18,0
6.87,36.62,1.23,7.42,0.58,7.71,7.21,0.17,0
6.43,36.8,3.16,7.6,0.59,7.04,7.14,0.18,0
6.43,36.8,3.22,7.46,0.6,9.24,6.79,0.18,0
7.04,36.55,0.99,7.54,0.59,9.64,7.2,0.17,0
7.43,36.4,2.17,7.51,0.61,8.46,7.07,0.17,0
7.44,36.39,0.09,7.52,0.57,7.96,7.01,0.16,0
6.22,36.88,1.14,7.48,0.56,8.35,7.31,0.18,0
6.91,36.6,3.24,7.46,0.58,8.98,7.19,0.18,0
6.71,36.69,0.69,7.43,0.59,9.16,7.42,0.17,0
7.15,36.51,2.18,7.48,0.54,8.25,7.03,0.17,0
6.82,36.64,2.04,7.33,0.5,8.73,7.06,0.17,0
6.46,36.79,0.89,7.54,0.59,7.61,7.05,0.17,0
7.07,36.54,2.6,7.49,0.59,9.51,7.44,0.18,0
7.38,36.42,2.7,7.47,0.57,9.49,7.22,0.17,0
7.39,36.41,2.14,7.52,0.6,9.83,7.41,0.17,0
7.46,36.39,2.61,7.54,0.57,8.97,6.96,0.17,0
7.03,36.56,6,7.38,0.57,8.11,7.24,0.18,0
7.73,36.28,2.19,7.48,0.57,9.02,7.49,0.17,1
7.31,36.44,4.73,7.49,0.52,8.69,6.93,0.18,0
6.44,36.79,2.27,7.53,0.63,8.25,7.36,0.18,0
6.43,36.8,1.81,7.57,0.56,8.58,7.01,0.17,0
7.12,36.52,2.38,7.53,0.57,8.43,7.29,0.18,0
6.48,36.78,2.03,7.44,0.6,9.9,7.1,0.18,0
7.23,36.48,1.4,7.49,0.55,8.47,7.33,0.18,0
7.01,36.57,2.31,7.45,0.56,8.99,7.17,0.17,0
7.4,36.41,1.75,7.46,0.58,8.26,7.49,0.17,1
6.76,36.67,3.65,7.56,0.6,8.12,7.56,0.18,1
6.37,36.82,0.51,7.35,0.56,9.21,7.53,0.17,1
6.91,36.6,4.05,7.63,0.6,8.44,7.24,0.18,0
7.3,36.45,0.72,7.42,0.59,8.13,7.27,0.17,0
6.76,36.66,3.14,7.59,0.62,9.2,7.47,0.18,1
6.84,36.63,2.87,7.6,0.58,9.22,7.16,0.18,0
6.81,36.64,1.49,7.43,0.58,8.35,7.1,0.18,0
6.92,36.6,3.7,7.42,0.57,9.12,7.36,0.18,0
7.01,36.56,4.22,7.42,0.58,8.17,7.09,0.18,0
7.15,36.51,1.89,7.44,0.57,8.42,7.23,0.18,0
7.09,36.53,2.26,7.56,0.58,7.24,7.43,0.17,0
7.38,36.42,1.3,7.47,0.63,8.69,7.05,0.16,0
7.27,36.46,3.16,7.44,0.6,8.02,7.21,0.17,0
6.81,36.64,5.5,7.54,0.62,9.17,7.03,0.18,0
6.69,36.69,1.87,7.44,0.57,8.86,7.2,0.17,0
7.3,36.45,2.46,7.38,0.58,8.45,7.3,0.18,0
7.11,36.52,2.35,7.53,0.6,7.86,7.23,0.18,0
6.6,36.73,4.67,7.54,0.56,9.71,7.14,0.18,0
6.65,36.71,2.07,7.45,0.57,8.62,7.31,0.18,0
6.96,36.58,4.29,7.49,0.54,8.58,7.42,0.19,1
7.07,36.54,3.77,7.5,0.63,8.05,7.45,0.19,1
7.22,36.48,1.06,7.43,0.55,8.55,7.61,0.17,1
7.25,36.47,0.84,7.5,0.6,9.19,7.29,0.17,0
6.77,36.66,2.73,7.51,0.57,7.19,6.97,0.17,0
7.49,36.37,3.22,7.45,0.62,7.89,7.38,0.17,0
6.09,36.93,4.47,7.44,0.57,8.96,7.23,0.18,1
6.92,36.6,0.61,7.57,0.58,8.56,7.05,0.17,0
7.19,36.49,5.04,7.49,0.59,8.54,7.08,0.18,0
7.1,36.53,2.2,7.43,0.58,7.8,7.02,0.17,0
6.75,36.67,1.56,7.49,0.59,8.49,7.39,0.17,0
6.09,36.93,4.36,7.61,0.53,9.17,7,0.18,1
7.01,36.56,2.14,7.52,0.59,8.08,7.27,0.18,0
6.4,36.81,3.89,7.42,0.55,8.78,7.23,0.18,0
6.88,36.62,5.63,7.55,0.59,9.25,7.27,0.19,1
7.24,36.47,4.72,7.4,0.56,9.53,7.28,0.18,0
7.58,36.34,2.9,7.5,0.6,9.22,7.23,0.17,0
7.2,36.49,2.09,7.52,0.61,7.88,7.19,0.16,0
6.68,36.7,2.5,7.44,0.63,8.16,7.39,0.17,0
6.77,36.66,3.72,7.55,0.52,6.92,7.38,0.18,0
7.21,36.48,2.68,7.55,0.58,8.26,7.05,0.17,0
6.81,36.64,1.64,7.5,0.61,8.77,7.32,0.18,0
6.89,36.61,4.11,7.56,0.55,9.02,7.27,0.18,0
7.02,36.56,0.27,7.5,0.6,7.88,7.06,0.16,0
6.44,36.79,2.33,7.42,0.61,8.62,7.24,0.18,0
7.45,36.39,0.56,7.49,0.64,7.36,7.32,0.17,0
7.17,36.5,3.82,7.47,0.56,7.97,7.23,0.18,0
7.36,36.42,2.79,7.5,0.53,8.05,7.26,0.18,0
7.08,36.54,2.18,7.41,0.54,7.7,7.11,0.18,0
7.21,36.48,1.48,7.57,0.59,8.31,7.04,0.17,0
7.34,36.43,5.35,7.51,0.55,8.94,6.92,0.18,0
6.91,36.6,1.4,7.42,0.55,7.26,6.99,0.18,0
7.13,36.52,0.6,7.57,0.58,9.21,6.97,0.17,0
6.8,36.65,3.47,7.38,0.53,7.96,7.46,0.19,1
6.84,36.63,2.31,7.44,0.6,8.95,7.19,0.18,0
7,36.57,3.27,7.54,0.61,7.72,6.93,0.18,0
7.1,36.53,4.98,7.55,0.56,8.6,6.68,0.18,0
6.44,36.79,4.02,7.51,0.53,8.46,7.19,0.18,0
7,36.57,3.53,7.47,0.57,9.1,7.14,0.18,0
6.82,36.64,0.78,7.57,0.56,8.15,7.65,0.18,1
6.63,36.72,3.87,7.58,0.56,9.9,7.24,0.18,0
7.04,36.55,4.51,7.56,0.6,7.4,7.04,0.18,0
7.31,36.45,3.64,7.47,0.58,8.33,6.88,0.18,0
6.6,36.73,1.37,7.53,0.59,8.28,7,0.16,0
6.56,36.75,3.46,7.4,0.55,8.16,7.4,0.18,0
7.53,36.36,1.97,7.47,0.59,7.76,7.13,0.17,0
6.95,36.59,3.81,7.39,0.6,9.12,7.28,0.18,0
7.13,36.52,4.5,7.54,0.57,7.99,7.38,0.18,0
7.29,36.45,0.23,7.37,0.57,9.81,7.3,0.16,0
7.25,36.47,2.24,7.57,0.54,7.94,7,0.17,0
7.5,36.37,1.68,7.5,0.57,8.9,7.16,0.17,0
6.93,36.59,2.86,7.48,0.64,8.51,7.37,0.18,0
6.8,36.65,1.26,7.49,0.6,8.6,7.24,0.17,0
6.51,36.77,0.55,7.51,0.56,8.29,7.08,0.17,0
7.52,36.36,0.47,7.44,0.58,8.19,7.09,0.17,0
6.89,36.61,2.88,7.51,0.57,8.59,7.52,0.18,1
7.51,36.37,1.68,7.43,0.62,7.8,7.51,0.18,1
7.02,36.56,3.26,7.43,0.57,9.05,7.2,0.18,0
7.27,36.46,1.34,7.48,0.62,8.05,7.5,0.17,1
6.91,36.6,4.88,7.45,0.57,9.22,7.09,0.18,0
7.08,36.54,2.08,7.59,0.57,8.63,7.26,0.17,0
6.92,36.6,5.47,7.41,0.52,10.01,7.21,0.18,0
6.9,36.61,3.8,7.46,0.56,9.58,7.18,0.18,0
6.73,36.68,3.86,7.53,0.53,7.72,7.26,0.17,0
7.7,36.29,4.59,7.43,0.57,7.88,7.23,0.18,0
6.83,36.64,3.72,7.52,0.62,8.35,7.32,0.18,0
7.02,36.56,1.81,7.51,0.56,7.27,7.15,0.17,0
6.76,36.66,1.88,7.55,0.56,8.13,7.21,0.17,0
7.1,36.53,2.9,7.52,0.59,8.5,7.32,0.17,0
6.69,36.69,2.02,7.43,0.55,8.34,7.03,0.18,0
6.61,36.73,3.59,7.39,0.59,8.72,7.4,0.18,0
7.16,36.5,1.83,7.5,0.52,8.69,7.2,0.18,0
7.14,36.51,1.3,7.52,0.6,7.67,7.33,0.17,0
6.89,36.61,2.39,7.64,0.58,9.13,7.44,0.17,0
7.4,36.41,0.25,7.54,0.58,8.25,7.39,0.17,0
7.06,36.55,1.99,7.5,0.59,8.08,7.32,0.18,0
6.79,36.65,1.45,7.49,0.62,8.16,7.21,0.17,0
6.32,36.84,3.27,7.49,0.53,8.18,6.91,0.18,0
7.27,36.46,2.1,7.53,0.62,10.02,7.13,0.17,0
6.72,36.68,3.91,7.32,0.52,8.33,7.23,0.18,0
6.73,36.68,2.72,7.58,0.58,8.79,7.24,0.17,0
6.39,36.81,2.52,7.42,0.58,7.07,7.52,0.17,1
6.47,36.78,2.84,7.54,0.53,8.76,7.05,0.18,0
6.97,36.58,2.78,7.55,0.54,7.95,7.6,0.18,1
6.39,36.81,3.16,7.55,0.53,9.77,7.09,0.18,0
6.34,36.83,5.13,7.55,0.6,7.27,7.15,0.18,0
7.37,36.42,4.59,7.54,0.52,8.4,7.21,0.18,0
6.89,36.61,2.65,7.58,0.57,7.47,7.14,0.17,0
6.85,36.63,4.47,7.46,0.61,7.57,7.23,0.18,0
7.02,36.56,2.02,7.47,0.57,9.47,7.24,0.17,0
6.79,36.65,4.14,7.55,0.59,8.65,7.01,0.18,0
7.25,36.47,1.8,7.52,0.61,8.02,7.07,0.17,0
7.32,36.44,2.68,7.49,0.57,8.24,7.28,0.17,0
6.49,36.77,3.53,7.49,0.57,8.19,7.29,0.18,0
7.16,36.5,2.43,7.41,0.55,9.99,7.01,0.17,0
6.19,36.89,3.54,7.47,0.52,9.47,6.8,0.18,0
6.87,36.62,1.75,7.5,0.64,8.79,7.62,0.17,1
7.07,36.54,5.64,7.44,0.59,7.53,7.3,0.18,0
7.16,36.51,3.91,7.4,0.55,8.61,7.14,0.18,0
7.58,36.34,1.94,7.41,0.6,8.79,7,0.17,0
6.89,36.61,3.52,7.45,0.6,8.47,7.42,0.17,0
7.35,36.43,0.67,7.43,0.54,6.29,7.19,0.16,0
7.16,36.5,0.45,7.58,0.61,7.27,7.14,0.17,0
6.39,36.81,0.09,7.47,0.58,8.88,7.13,0.17,0
6.92,36.6,2.73,7.44,0.52,9.75,7,0.18,0
6.62,36.72,2.37,7.49,0.59,7.45,7.03,0.17,0
6.87,36.62,3.9,7.42,0.57,7.5,7.1,0.18,0
6.87,36.62,0.02,7.47,0.61,8.17,7.32,0.17,0
6.86,36.63,0.19,7.37,0.56,8.49,7.32,0.17,0
7.44,36.39,1.82,7.53,0.59,7.93,6.78,0.17,0
6.83,36.64,0.01,7.5,0.58,8.28,7.25,0.17,0
6.54,36.75,1.13,7.47,0.58,8.87,7.06,0.18,0
7.05,36.55,4.48,7.51,0.58,8.69,7.13,0.18,0
7.11,36.53,4.23,7.63,0.52,8.52,7.21,0.18,0
7.24,36.47,3.44,7.44,0.6,8.94,6.91,0.17,0
7.07,36.54,2.18,7.45,0.57,9.27,7.61,0.18,1
6.75,36.67,1.08,7.47,0.6,7.2,7.03,0.18,0
7.33,36.44,2.29,7.58,0.57,9.4,6.95,0.17,0
6.86,36.62,3.97,7.57,0.56,8.51,7.33,0.18,0
6.8,36.65,1.55,7.46,0.57,8,7.15,0.18,0
7.43,36.4,2.74,7.45,0.58,9.04,7.53,0.17,1
6.63,36.72,3.06,7.38,0.57,8.31,7.03,0.18,0
6.93,36.59,2.18,7.62,0.51,6.82,7.23,0.17,0
6.63,36.72,2.6,7.53,0.54,7.61,7.14,0.18,0
7.17,36.5,2.41,7.42,0.53,8.44,7.38,0.18,0
6.93,36.59,4.76,7.54,0.54,8.91,6.98,0.18,0
7.62,36.32,2.08,7.46,0.59,7.67,7.19,0.17,0
6.96,36.58,0.72,7.5,0.51,8,7.35,0.17,0
7.03,36.56,1.74,7.4,0.61,9.28,7.35,0.18,0
6.96,36.58,3.86,7.37,0.56,9.03,7.25,0.17,0
7.07,36.54,2.94,7.49,0.56,7.45,7.22,0.17,0
7.49,36.37,3.08,7.36,0.6,8.48,7.35,0.18,0
7.05,36.55,5.54,7.53,0.56,7.73,7.25,0.18,0
7.47,36.38,4.21,7.51,0.55,8.53,7.3,0.18,0
7.09,36.53,1.73,7.55,0.62,8.09,7.31,0.18,0
6.79,36.65,0.1,7.36,0.6,9.42,7.28,0.17,0
6.64,36.71,1.59,7.43,0.56,7.07,7.28,0.17,0
6.8,36.65,0.71,7.39,0.6,7.9,7.25,0.17,0
7.42,36.4,1.79,7.49,0.51,7.81,7,0.17,0
6.5,36.77,2.18,7.35,0.54,8.51,7.16,0.18,0
6.52,36.76,0.76,7.48,0.55,9.03,7.13,0.17,0
7.09,36.53,1.92,7.52,0.54,8.84,7.45,0.17,1
7.16,36.5,1.91,7.47,0.64,8.69,7.63,0.18,1
6.83,36.63,3.67,7.55,0.55,8.3,7.13,0.18,0
7.08,36.54,2.68,7.58,0.6,9.31,7.23,0.17,0
6.76,36.67,2.28,7.52,0.56,9.45,7.38,0.17,0
7.07,36.54,2.6,7.57,0.6,7.91,6.97,0.17,0
6.91,36.6,1.54,7.54,0.57,8.7,7.3,0.18,0
7.49,36.37,2.9,7.51,0.56,8.88,7.27,0.17,0
7.2,36.49,1.68,7.47,0.6,8.25,7.2,0.17,0
6.64,36.71,3.84,7.41,0.58,8.44,7.03,0.18,0
6.82,36.64,4.41,7.52,0.61,8.52,7.06,0.18,0
6.85,36.63,2.02,7.37,0.52,8.74,7.17,0.17,0
6.6,36.73,1.6,7.49,0.54,8.73,6.71,0.18,0
6.31,36.84,3.37,7.57,0.6,7.16,6.79,0.18,0
6.88,36.62,2.78,7.59,0.63,7.45,7.19,0.17,0
6.78,36.65,1.76,7.36,0.55,7.97,7.04,0.17,0
7.85,36.23,1.99,7.52,0.53,8.1,7.42,0.17,1
7.54,36.35,3.99,7.53,0.56,7.67,7.36,0.17,0
6.61,36.73,3.57,7.59,0.55,7.87,7.38,0.18,0
7,36.57,2.06,7.55,0.57,8.33,7.27,0.18,0
7.48,36.38,1.72,7.41,0.55,8.63,7.36,0.18,0
6.63,36.72,2.04,7.33,0.51,7.21,7.23,0.18,0
6.59,36.73,3.6,7.54,0.52,9.34,7.2,0.18,0
6.77,36.66,2.17,7.44,0.59,9.14,7.2,0.17,0
7.34,36.43,1.88,7.4,0.52,8.51,7.08,0.17,0
7.31,36.44,3.31,7.47,0.57,8.33,6.98,0.18,0
6.33,36.84,3.8,7.44,0.51,9.44,7.31,0.19,1
6.42,36.8,3.37,7.42,0.59,8.03,7.35,0.18,0
7.55,36.35,3.42,7.49,0.53,9.34,7.42,0.18,0
6.76,36.67,1.99,7.5,0.57,7.23,7.09,0.17,0
7.15,36.51,2.72,7.38,0.57,8.43,7.5,0.17,1
7.14,36.51,2.4,7.56,0.54,7.86,7.2,0.18,0
7.32,36.44,1.23,7.45,0.63,7.57,6.91,0.17,0
7.43,36.4,0.02,7.49,0.61,7.44,7.03,0.16,0
7.07,36.54,2.03,7.54,0.56,8.88,7.01,0.18,0
7.13,36.52,1.92,7.52,0.55,7.15,7.01,0.17,0
6.45,36.79,2.51,7.5,0.5,8.17,7.25,0.18,0
7.16,36.5,3.01,7.43,0.61,9.77,6.87,0.18,0
6.64,36.71,2.32,7.47,0.56,8.47,7.34,0.18,0
6.8,36.65,3.65,7.46,0.59,8.28,7.23,0.18,0
6.91,36.6,4.47,7.48,0.62,7.52,7.2,0.18,0
6.85,36.63,0.55,7.36,0.54,7.53,7.1,0.17,0
6.7,36.69,1.24,7.54,0.55,7.38,7.27,0.17,0
6.76,36.66,3.26,7.51,0.6,7.82,7.3,0.18,0
7.22,36.48,2.53,7.4,0.59,7.12,7.07,0.17,0
6.59,36.73,1.25,7.42,0.56,8.07,7.35,0.17,0
7.26,36.46,1.63,7.42,0.58,8.67,7.24,0.17,0
6.53,36.76,1.49,7.48,0.5,6.6,7.01,0.17,0
6.85,36.63,0.84,7.4,0.54,6.9,7.11,0.17,0
7.58,36.34,1.51,7.51,0.6,7.15,7.21,0.17,0
7.28,36.46,1.37,7.29,0.55,8.44,7.23,0.17,0
7.41,36.4,2.54,7.48,0.57,7.95,7.43,0.18,0
6.68,36.7,1.87,7.6,0.6,7.15,6.9,0.17,0
7.15,36.51,4.96,7.48,0.55,8.32,7.09,0.18,0
6.4,36.81,1.25,7.53,0.6,7.61,7.03,0.17,0
6.59,36.73,2.93,7.41,0.58,7.89,7.29,0.18,0
7.06,36.54,4.06,7.6,0.61,7.59,7.13,0.17,0
7.15,36.51,4.34,7.46,0.58,8.47,7.13,0.18,0
6.6,36.73,0.89,7.46,0.54,7.16,7.33,0.17,0
7.2,36.49,2.61,7.61,0.58,9.63,7.19,0.18,0
6.95,36.59,1.87,7.51,0.56,8.02,7.31,0.18,0
6.47,36.78,5.54,7.54,0.54,7.39,7.13,0.19,1
7.27,36.46,0.09,7.54,0.54,7.25,7.11,0.17,0
7.54,36.35,0.94,7.63,0.6,9.08,7.01,0.17,0
7.01,36.57,1.64,7.58,0.51,8.35,7.05,0.17,0
6.9,36.61,2.57,7.39,0.56,9.1,7.31,0.18,0
6.27,36.86,4.24,7.45,0.53,9.06,7.13,0.19,1
7.01,36.56,2.26,7.5,0.54,7.93,7.36,0.17,0
7.08,36.54,2.59,7.43,0.55,8.98,7.33,0.18,0
7.08,36.54,2.35,7.62,0.56,6.87,6.98,0.18,0
6.94,36.59,0.16,7.67,0.61,8.65,7.66,0.17,1
6.87,36.62,1.45,7.55,0.57,9.25,7.06,0.17,0
